commit_id,project,fold,our_actionable_ratio,baseline_actionable_ratio
17d43fa55eca29be492a716f04d9ceff1989762d,cassandra,7,0.8,0.6
3caf0e02970b8da90d154d81d769662057d7c772,cassandra,7,0.8,0.6
4c12f1961b1a84f37c3eab8fc83a8640693d5665,cassandra,7,0.8,0.6
8d7c608bac9440911f4803db04f306f0616f2a22,cassandra,7,0.8,0.6
b087897efff811950afd38bd88c08806e2933c38,cassandra,7,0.8,0.6
e769324220ccfb2e48063d639e378a8a34814651,cassandra,7,0.8,0.6
0a4ce4449f137a959b02fee14e1fdd427ccd520e,cassandra,7,0.8,0.6
9dd847135ffdde384b48bdb8a147b27d8bb8b6a4,cassandra,7,0.8,0.6
649a106c39b6a166c988fb647eaa33341e7371c4,cassandra,7,0.8,0.6
4a849efeb7c7c1a54bc12094d2d6a9f3f008a2fa,cassandra,7,0.6,0.6
83fcc926eb6e5f8667f31dfec3605d7358e0cfd0,cassandra,7,0.8,0.6
1538c0921444d7969ebd07ca1abda9a7e40e4c73,cassandra,7,0.8,0.6
a55fd76ddd96e3ed2d967910f0572804fcfacc2f,cassandra,7,0.8,0.6
101cd72e55168f6a97bbb2556aed9f23cef80f42,cassandra,7,0.8,0.6
5f1e4bcad7d36feb97096c6149ad3c43f26f0fd9,cassandra,7,0.8,0.6
c00395155e2420002db493ca69784d0fe723b55d,cassandra,7,0.8,0.6
67637d1bbaf638162b479ed33a75e4ab3fb06e49,cassandra,7,0.8,0.6
5794fb3556a07a662a8a79cfd692eaa459e9066b,cassandra,7,0.8,0.6
fed476f9c049128674841d1c46b868979352b1a5,cassandra,7,0.8,0.6
0e624238c15558155a57bcfa7ada9b3b84067658,cassandra,7,0.8,0.6
eaa06942a6b5f54fb72bc7fe53d469cd034c2106,cassandra,7,0.8,0.6
acd46ab7c4e185e474026a0bfecdd2c5e77bf46d,cassandra,7,0.8,0.6
a6237bf65a95d654b7e702e81fd0d353460d0c89,cassandra,7,0.8,0.6
1ba68a1e5d681c091e2c53e7720029f10591e7ef,cassandra,7,1.0,0.6
dfbe3fabd266493e698c194ef90b4dfc7d62b030,cassandra,7,1.0,0.6
a8e2dc52409ce0dc7476d60b3adee34c547f0b14,cassandra,7,0.8,0.6
4d8fc5b050efaef3da818605c31e62b508425972,cassandra,7,1.0,0.6
3caf0e02970b8da90d154d81d769662057d7c772,cassandra,8,1.0,0.6
4c12f1961b1a84f37c3eab8fc83a8640693d5665,cassandra,8,1.0,0.6
8d7c608bac9440911f4803db04f306f0616f2a22,cassandra,8,1.0,0.6
0a4ce4449f137a959b02fee14e1fdd427ccd520e,cassandra,8,1.0,0.6
9dd847135ffdde384b48bdb8a147b27d8bb8b6a4,cassandra,8,1.0,0.6
649a106c39b6a166c988fb647eaa33341e7371c4,cassandra,8,0.8,0.6
4a849efeb7c7c1a54bc12094d2d6a9f3f008a2fa,cassandra,8,0.8,0.6
6c3fa8e30de21aecce35032762470bfa0fb3cb5e,cassandra,8,1.0,0.6
83fcc926eb6e5f8667f31dfec3605d7358e0cfd0,cassandra,8,1.0,0.8
1538c0921444d7969ebd07ca1abda9a7e40e4c73,cassandra,8,1.0,0.6
0f27d68fc23a942c0fa27ba4662621891939eaed,cassandra,8,1.0,0.6
101cd72e55168f6a97bbb2556aed9f23cef80f42,cassandra,8,1.0,0.6
cb21f28ecadceaac78aba1c2de4670afc2c38daa,cassandra,8,1.0,0.6
5f1e4bcad7d36feb97096c6149ad3c43f26f0fd9,cassandra,8,1.0,0.6
5794fb3556a07a662a8a79cfd692eaa459e9066b,cassandra,8,1.0,0.6
fed476f9c049128674841d1c46b868979352b1a5,cassandra,8,1.0,0.6
2217695166a61f576b36993b36a6bde8c8952fde,cassandra,8,1.0,0.6
eaa06942a6b5f54fb72bc7fe53d469cd034c2106,cassandra,8,1.0,0.6
3cda6829ccbbfaac08092773b55c9ee315dd5bbd,cassandra,8,1.0,0.6
c92928bb9c2441254b51e2ea4dc742c9245b9f4c,cassandra,8,1.0,0.6
a6237bf65a95d654b7e702e81fd0d353460d0c89,cassandra,8,1.0,0.6
adbe2cc4df0134955a2c83ae4ebd0086ea5e9164,cassandra,8,0.8,0.6
1ba68a1e5d681c091e2c53e7720029f10591e7ef,cassandra,8,1.0,0.6
af37489092ca90bca336538adad02fb5ba859945,cassandra,8,1.0,0.6
a8e2dc52409ce0dc7476d60b3adee34c547f0b14,cassandra,8,1.0,0.6
4d8fc5b050efaef3da818605c31e62b508425972,cassandra,8,1.0,0.6
4c12f1961b1a84f37c3eab8fc83a8640693d5665,cassandra,9,0.8,0.6
8d7c608bac9440911f4803db04f306f0616f2a22,cassandra,9,0.8,0.6
b087897efff811950afd38bd88c08806e2933c38,cassandra,9,1.0,0.6
e769324220ccfb2e48063d639e378a8a34814651,cassandra,9,0.8,0.6
0a4ce4449f137a959b02fee14e1fdd427ccd520e,cassandra,9,0.8,0.6
649a106c39b6a166c988fb647eaa33341e7371c4,cassandra,9,0.8,0.4
4a849efeb7c7c1a54bc12094d2d6a9f3f008a2fa,cassandra,9,0.8,0.6
6c3fa8e30de21aecce35032762470bfa0fb3cb5e,cassandra,9,0.8,0.6
83fcc926eb6e5f8667f31dfec3605d7358e0cfd0,cassandra,9,0.8,0.6
1538c0921444d7969ebd07ca1abda9a7e40e4c73,cassandra,9,0.8,0.6
a55fd76ddd96e3ed2d967910f0572804fcfacc2f,cassandra,9,0.8,0.4
0f27d68fc23a942c0fa27ba4662621891939eaed,cassandra,9,0.8,0.6
101cd72e55168f6a97bbb2556aed9f23cef80f42,cassandra,9,0.8,0.6
98cc2c8d6cc27f1a2e675030a13b46fd336812f8,cassandra,9,1.0,0.6
cb21f28ecadceaac78aba1c2de4670afc2c38daa,cassandra,9,0.8,0.6
c00395155e2420002db493ca69784d0fe723b55d,cassandra,9,0.8,0.6
67637d1bbaf638162b479ed33a75e4ab3fb06e49,cassandra,9,0.8,0.6
fed476f9c049128674841d1c46b868979352b1a5,cassandra,9,1.0,0.6
0e624238c15558155a57bcfa7ada9b3b84067658,cassandra,9,0.8,0.6
2217695166a61f576b36993b36a6bde8c8952fde,cassandra,9,0.8,0.6
eaa06942a6b5f54fb72bc7fe53d469cd034c2106,cassandra,9,0.8,0.6
5847222d9b2428c201a534876f86a0ec6f6f436f,cassandra,9,0.8,0.6
52bf7acb0520411f420ccf36b9a3770674f604f6,cassandra,9,0.8,0.6
883c9f0f743139d78996f5faf191508a9be338b5,cassandra,9,1.0,0.6
a6237bf65a95d654b7e702e81fd0d353460d0c89,cassandra,9,0.8,0.6
1ba68a1e5d681c091e2c53e7720029f10591e7ef,cassandra,9,0.8,0.6
6ed9134336bb48d04284cefd303d8374ed901c0a,cassandra,9,0.8,0.6
dfbe3fabd266493e698c194ef90b4dfc7d62b030,cassandra,9,0.8,0.6
4d8fc5b050efaef3da818605c31e62b508425972,cassandra,9,1.0,0.4
4c12f1961b1a84f37c3eab8fc83a8640693d5665,cassandra,10,1.0,0.6
8d7c608bac9440911f4803db04f306f0616f2a22,cassandra,10,1.0,0.6
b087897efff811950afd38bd88c08806e2933c38,cassandra,10,1.0,0.6
e769324220ccfb2e48063d639e378a8a34814651,cassandra,10,1.0,0.6
0a4ce4449f137a959b02fee14e1fdd427ccd520e,cassandra,10,0.8,0.6
649a106c39b6a166c988fb647eaa33341e7371c4,cassandra,10,1.0,0.6
4a849efeb7c7c1a54bc12094d2d6a9f3f008a2fa,cassandra,10,0.8,0.6
6c3fa8e30de21aecce35032762470bfa0fb3cb5e,cassandra,10,1.0,0.6
e1fb18a00b598431f52b88d12e2eddbe07233e88,cassandra,10,1.0,0.6
83fcc926eb6e5f8667f31dfec3605d7358e0cfd0,cassandra,10,1.0,0.6
f3eb4ce40b3a57768c6368546ed0ca16d8634f54,cassandra,10,1.0,0.6
1538c0921444d7969ebd07ca1abda9a7e40e4c73,cassandra,10,1.0,0.6
a55fd76ddd96e3ed2d967910f0572804fcfacc2f,cassandra,10,1.0,0.6
101cd72e55168f6a97bbb2556aed9f23cef80f42,cassandra,10,1.0,0.6
98cc2c8d6cc27f1a2e675030a13b46fd336812f8,cassandra,10,1.0,0.6
5f1e4bcad7d36feb97096c6149ad3c43f26f0fd9,cassandra,10,1.0,0.6
c00395155e2420002db493ca69784d0fe723b55d,cassandra,10,1.0,0.6
fed476f9c049128674841d1c46b868979352b1a5,cassandra,10,0.8,0.6
0e624238c15558155a57bcfa7ada9b3b84067658,cassandra,10,0.8,0.6
2217695166a61f576b36993b36a6bde8c8952fde,cassandra,10,1.0,0.6
eaa06942a6b5f54fb72bc7fe53d469cd034c2106,cassandra,10,1.0,0.6
3cda6829ccbbfaac08092773b55c9ee315dd5bbd,cassandra,10,1.0,0.6
883c9f0f743139d78996f5faf191508a9be338b5,cassandra,10,1.0,0.6
a6237bf65a95d654b7e702e81fd0d353460d0c89,cassandra,10,1.0,0.6
1ba68a1e5d681c091e2c53e7720029f10591e7ef,cassandra,10,1.0,0.6
dfbe3fabd266493e698c194ef90b4dfc7d62b030,cassandra,10,1.0,0.6
a8e2dc52409ce0dc7476d60b3adee34c547f0b14,cassandra,10,1.0,0.6
7e362e78c342d8ca016de12218732a3e5f7dcc36,cassandra,10,1.0,0.4
4d8fc5b050efaef3da818605c31e62b508425972,cassandra,10,0.8,0.6
68dbeb34c9404ee3cd7db00cc112e27c9a4b1f6f,cassandra,10,1.0,0.6
8d7c608bac9440911f4803db04f306f0616f2a22,cassandra,11,0.8,0.6
b087897efff811950afd38bd88c08806e2933c38,cassandra,11,0.8,0.6
0a4ce4449f137a959b02fee14e1fdd427ccd520e,cassandra,11,0.8,0.6
649a106c39b6a166c988fb647eaa33341e7371c4,cassandra,11,1.0,0.6
4a849efeb7c7c1a54bc12094d2d6a9f3f008a2fa,cassandra,11,0.6,0.6
83fcc926eb6e5f8667f31dfec3605d7358e0cfd0,cassandra,11,0.6,0.6
1bd2c94252b52d99b0c49257d2365f7c85935dcd,cassandra,11,1.0,0.6
1538c0921444d7969ebd07ca1abda9a7e40e4c73,cassandra,11,0.8,0.8
a55fd76ddd96e3ed2d967910f0572804fcfacc2f,cassandra,11,0.8,0.6
101cd72e55168f6a97bbb2556aed9f23cef80f42,cassandra,11,0.8,0.6
98cc2c8d6cc27f1a2e675030a13b46fd336812f8,cassandra,11,1.0,0.6
5f1e4bcad7d36feb97096c6149ad3c43f26f0fd9,cassandra,11,0.8,0.6
c00395155e2420002db493ca69784d0fe723b55d,cassandra,11,0.8,0.6
fed476f9c049128674841d1c46b868979352b1a5,cassandra,11,0.8,0.6
0e624238c15558155a57bcfa7ada9b3b84067658,cassandra,11,0.8,0.6
eaa06942a6b5f54fb72bc7fe53d469cd034c2106,cassandra,11,0.8,0.6
5847222d9b2428c201a534876f86a0ec6f6f436f,cassandra,11,0.8,0.6
883c9f0f743139d78996f5faf191508a9be338b5,cassandra,11,0.8,0.6
adbe2cc4df0134955a2c83ae4ebd0086ea5e9164,cassandra,11,0.8,0.6
1ba68a1e5d681c091e2c53e7720029f10591e7ef,cassandra,11,1.0,0.8
af37489092ca90bca336538adad02fb5ba859945,cassandra,11,0.8,0.6
dfbe3fabd266493e698c194ef90b4dfc7d62b030,cassandra,11,0.8,0.6
a8e2dc52409ce0dc7476d60b3adee34c547f0b14,cassandra,11,0.8,0.8
4d8fc5b050efaef3da818605c31e62b508425972,cassandra,11,1.0,0.6
0a4ce4449f137a959b02fee14e1fdd427ccd520e,cassandra,12,1.0,0.6
649a106c39b6a166c988fb647eaa33341e7371c4,cassandra,12,0.8,0.6
4a849efeb7c7c1a54bc12094d2d6a9f3f008a2fa,cassandra,12,0.6,0.6
83fcc926eb6e5f8667f31dfec3605d7358e0cfd0,cassandra,12,1.0,0.6
1538c0921444d7969ebd07ca1abda9a7e40e4c73,cassandra,12,0.8,0.6
a55fd76ddd96e3ed2d967910f0572804fcfacc2f,cassandra,12,0.8,0.6
101cd72e55168f6a97bbb2556aed9f23cef80f42,cassandra,12,1.0,0.6
98cc2c8d6cc27f1a2e675030a13b46fd336812f8,cassandra,12,1.0,0.6
cb21f28ecadceaac78aba1c2de4670afc2c38daa,cassandra,12,0.8,0.6
5f1e4bcad7d36feb97096c6149ad3c43f26f0fd9,cassandra,12,0.8,0.6
c00395155e2420002db493ca69784d0fe723b55d,cassandra,12,0.8,0.6
590d20b0a1e1b1fb71e97508bb6b475f8aac205a,cassandra,12,1.0,0.6
fed476f9c049128674841d1c46b868979352b1a5,cassandra,12,1.0,0.6
eaa06942a6b5f54fb72bc7fe53d469cd034c2106,cassandra,12,1.0,0.6
3cda6829ccbbfaac08092773b55c9ee315dd5bbd,cassandra,12,0.8,0.6
acd46ab7c4e185e474026a0bfecdd2c5e77bf46d,cassandra,12,0.8,0.6
5847222d9b2428c201a534876f86a0ec6f6f436f,cassandra,12,0.8,0.6
883c9f0f743139d78996f5faf191508a9be338b5,cassandra,12,1.0,0.6
1ba68a1e5d681c091e2c53e7720029f10591e7ef,cassandra,12,0.8,0.6
af37489092ca90bca336538adad02fb5ba859945,cassandra,12,1.0,0.6
dfbe3fabd266493e698c194ef90b4dfc7d62b030,cassandra,12,1.0,0.6
4d8fc5b050efaef3da818605c31e62b508425972,cassandra,12,0.8,0.6
68dbeb34c9404ee3cd7db00cc112e27c9a4b1f6f,cassandra,12,0.8,0.6
e769324220ccfb2e48063d639e378a8a34814651,cassandra,13,0.8,0.4
0a4ce4449f137a959b02fee14e1fdd427ccd520e,cassandra,13,0.6,0.6
649a106c39b6a166c988fb647eaa33341e7371c4,cassandra,13,0.6,0.6
4a849efeb7c7c1a54bc12094d2d6a9f3f008a2fa,cassandra,13,0.6,0.8
83fcc926eb6e5f8667f31dfec3605d7358e0cfd0,cassandra,13,0.6,0.6
1bd2c94252b52d99b0c49257d2365f7c85935dcd,cassandra,13,0.8,0.6
1538c0921444d7969ebd07ca1abda9a7e40e4c73,cassandra,13,0.8,0.6
101cd72e55168f6a97bbb2556aed9f23cef80f42,cassandra,13,0.8,0.6
7eb464734b0732ab3c6cd2a5c3409085c81f95a7,cassandra,13,0.8,0.6
fed476f9c049128674841d1c46b868979352b1a5,cassandra,13,0.8,0.6
eaa06942a6b5f54fb72bc7fe53d469cd034c2106,cassandra,13,0.6,0.4
3cda6829ccbbfaac08092773b55c9ee315dd5bbd,cassandra,13,0.6,0.4
da07130e4e08cd8645001c6f7fa9ea2acb2072ca,cassandra,13,0.6,0.6
1ba68a1e5d681c091e2c53e7720029f10591e7ef,cassandra,13,0.8,0.4
6ed9134336bb48d04284cefd303d8374ed901c0a,cassandra,13,0.8,0.6
dfbe3fabd266493e698c194ef90b4dfc7d62b030,cassandra,13,0.8,0.6
4d8fc5b050efaef3da818605c31e62b508425972,cassandra,13,0.8,0.6
68dbeb34c9404ee3cd7db00cc112e27c9a4b1f6f,cassandra,13,0.8,0.4
e769324220ccfb2e48063d639e378a8a34814651,cassandra,14,1.0,0.6
0a4ce4449f137a959b02fee14e1fdd427ccd520e,cassandra,14,1.0,0.8
9dd847135ffdde384b48bdb8a147b27d8bb8b6a4,cassandra,14,0.8,0.6
649a106c39b6a166c988fb647eaa33341e7371c4,cassandra,14,0.8,0.6
4a849efeb7c7c1a54bc12094d2d6a9f3f008a2fa,cassandra,14,0.6,0.6
83fcc926eb6e5f8667f31dfec3605d7358e0cfd0,cassandra,14,1.0,0.6
1bd2c94252b52d99b0c49257d2365f7c85935dcd,cassandra,14,1.0,0.6
1538c0921444d7969ebd07ca1abda9a7e40e4c73,cassandra,14,1.0,0.6
a55fd76ddd96e3ed2d967910f0572804fcfacc2f,cassandra,14,0.8,0.6
101cd72e55168f6a97bbb2556aed9f23cef80f42,cassandra,14,0.6,0.6
cb21f28ecadceaac78aba1c2de4670afc2c38daa,cassandra,14,0.8,0.6
5f1e4bcad7d36feb97096c6149ad3c43f26f0fd9,cassandra,14,0.8,0.6
c00395155e2420002db493ca69784d0fe723b55d,cassandra,14,0.8,0.6
fed476f9c049128674841d1c46b868979352b1a5,cassandra,14,0.8,0.6
eaa06942a6b5f54fb72bc7fe53d469cd034c2106,cassandra,14,1.0,0.6
adbe2cc4df0134955a2c83ae4ebd0086ea5e9164,cassandra,14,0.8,0.6
1ba68a1e5d681c091e2c53e7720029f10591e7ef,cassandra,14,0.8,0.6
6ed9134336bb48d04284cefd303d8374ed901c0a,cassandra,14,1.0,0.6
7e362e78c342d8ca016de12218732a3e5f7dcc36,cassandra,14,0.8,0.6
4d8fc5b050efaef3da818605c31e62b508425972,cassandra,14,1.0,0.6
0a4ce4449f137a959b02fee14e1fdd427ccd520e,cassandra,15,0.8,0.6
9dd847135ffdde384b48bdb8a147b27d8bb8b6a4,cassandra,15,0.8,0.6
649a106c39b6a166c988fb647eaa33341e7371c4,cassandra,15,0.6,0.6
4a849efeb7c7c1a54bc12094d2d6a9f3f008a2fa,cassandra,15,0.6,0.8
83fcc926eb6e5f8667f31dfec3605d7358e0cfd0,cassandra,15,0.6,0.8
1538c0921444d7969ebd07ca1abda9a7e40e4c73,cassandra,15,0.6,0.6
a55fd76ddd96e3ed2d967910f0572804fcfacc2f,cassandra,15,0.6,0.6
101cd72e55168f6a97bbb2556aed9f23cef80f42,cassandra,15,0.6,0.6
5f1e4bcad7d36feb97096c6149ad3c43f26f0fd9,cassandra,15,0.6,0.6
c00395155e2420002db493ca69784d0fe723b55d,cassandra,15,0.6,0.6
67637d1bbaf638162b479ed33a75e4ab3fb06e49,cassandra,15,0.8,0.6
fed476f9c049128674841d1c46b868979352b1a5,cassandra,15,0.8,0.6
eaa06942a6b5f54fb72bc7fe53d469cd034c2106,cassandra,15,0.6,0.6
3cda6829ccbbfaac08092773b55c9ee315dd5bbd,cassandra,15,0.8,0.6
883c9f0f743139d78996f5faf191508a9be338b5,cassandra,15,0.8,0.8
af37489092ca90bca336538adad02fb5ba859945,cassandra,15,0.8,0.6
dfbe3fabd266493e698c194ef90b4dfc7d62b030,cassandra,15,0.6,0.6
4d8fc5b050efaef3da818605c31e62b508425972,cassandra,15,0.8,0.8
68dbeb34c9404ee3cd7db00cc112e27c9a4b1f6f,cassandra,15,0.6,0.6
0a4ce4449f137a959b02fee14e1fdd427ccd520e,cassandra,16,0.8,0.6
649a106c39b6a166c988fb647eaa33341e7371c4,cassandra,16,0.8,0.4
4a849efeb7c7c1a54bc12094d2d6a9f3f008a2fa,cassandra,16,0.6,0.6
6c3fa8e30de21aecce35032762470bfa0fb3cb5e,cassandra,16,0.8,0.6
83fcc926eb6e5f8667f31dfec3605d7358e0cfd0,cassandra,16,0.8,0.6
1538c0921444d7969ebd07ca1abda9a7e40e4c73,cassandra,16,0.8,0.6
a55fd76ddd96e3ed2d967910f0572804fcfacc2f,cassandra,16,0.8,0.8
101cd72e55168f6a97bbb2556aed9f23cef80f42,cassandra,16,0.8,0.6
cb21f28ecadceaac78aba1c2de4670afc2c38daa,cassandra,16,0.8,0.6
5f1e4bcad7d36feb97096c6149ad3c43f26f0fd9,cassandra,16,0.8,0.6
c00395155e2420002db493ca69784d0fe723b55d,cassandra,16,0.8,0.6
fed476f9c049128674841d1c46b868979352b1a5,cassandra,16,0.8,0.6
0e624238c15558155a57bcfa7ada9b3b84067658,cassandra,16,0.8,0.6
eaa06942a6b5f54fb72bc7fe53d469cd034c2106,cassandra,16,1.0,0.6
e885886d5c92bfd8d2fa1596bfa86d6a5a8d89bb,cassandra,16,0.8,0.6
adbe2cc4df0134955a2c83ae4ebd0086ea5e9164,cassandra,16,0.8,0.6
af37489092ca90bca336538adad02fb5ba859945,cassandra,16,0.8,0.6
dfbe3fabd266493e698c194ef90b4dfc7d62b030,cassandra,16,0.8,0.6
4d8fc5b050efaef3da818605c31e62b508425972,cassandra,16,0.8,0.6
e769324220ccfb2e48063d639e378a8a34814651,cassandra,17,0.8,0.6
0a4ce4449f137a959b02fee14e1fdd427ccd520e,cassandra,17,0.8,0.6
649a106c39b6a166c988fb647eaa33341e7371c4,cassandra,17,0.6,0.4
4a849efeb7c7c1a54bc12094d2d6a9f3f008a2fa,cassandra,17,0.6,0.8
83fcc926eb6e5f8667f31dfec3605d7358e0cfd0,cassandra,17,0.6,0.6
1bd2c94252b52d99b0c49257d2365f7c85935dcd,cassandra,17,0.8,0.6
1538c0921444d7969ebd07ca1abda9a7e40e4c73,cassandra,17,0.8,0.6
a55fd76ddd96e3ed2d967910f0572804fcfacc2f,cassandra,17,0.8,0.6
101cd72e55168f6a97bbb2556aed9f23cef80f42,cassandra,17,0.8,0.8
cb21f28ecadceaac78aba1c2de4670afc2c38daa,cassandra,17,0.8,0.6
c00395155e2420002db493ca69784d0fe723b55d,cassandra,17,0.6,0.6
fed476f9c049128674841d1c46b868979352b1a5,cassandra,17,0.8,0.6
eaa06942a6b5f54fb72bc7fe53d469cd034c2106,cassandra,17,0.8,0.6
3cda6829ccbbfaac08092773b55c9ee315dd5bbd,cassandra,17,0.6,0.6
da07130e4e08cd8645001c6f7fa9ea2acb2072ca,cassandra,17,0.6,0.6
c92928bb9c2441254b51e2ea4dc742c9245b9f4c,cassandra,17,0.6,0.6
a6237bf65a95d654b7e702e81fd0d353460d0c89,cassandra,17,0.6,0.6
1ba68a1e5d681c091e2c53e7720029f10591e7ef,cassandra,17,0.8,0.6
4d8fc5b050efaef3da818605c31e62b508425972,cassandra,17,0.8,0.8
0a4ce4449f137a959b02fee14e1fdd427ccd520e,cassandra,18,0.6,0.6
649a106c39b6a166c988fb647eaa33341e7371c4,cassandra,18,0.8,0.6
4a849efeb7c7c1a54bc12094d2d6a9f3f008a2fa,cassandra,18,0.6,0.8
f3eb4ce40b3a57768c6368546ed0ca16d8634f54,cassandra,18,0.6,0.6
1538c0921444d7969ebd07ca1abda9a7e40e4c73,cassandra,18,0.6,0.6
a55fd76ddd96e3ed2d967910f0572804fcfacc2f,cassandra,18,0.6,0.6
0f27d68fc23a942c0fa27ba4662621891939eaed,cassandra,18,0.8,0.6
101cd72e55168f6a97bbb2556aed9f23cef80f42,cassandra,18,0.8,0.6
98cc2c8d6cc27f1a2e675030a13b46fd336812f8,cassandra,18,0.8,0.6
5f1e4bcad7d36feb97096c6149ad3c43f26f0fd9,cassandra,18,0.6,0.6
c00395155e2420002db493ca69784d0fe723b55d,cassandra,18,0.8,0.6
fed476f9c049128674841d1c46b868979352b1a5,cassandra,18,0.8,0.6
eaa06942a6b5f54fb72bc7fe53d469cd034c2106,cassandra,18,0.6,0.6
3cda6829ccbbfaac08092773b55c9ee315dd5bbd,cassandra,18,0.8,0.6
5847222d9b2428c201a534876f86a0ec6f6f436f,cassandra,18,0.8,0.6
c92928bb9c2441254b51e2ea4dc742c9245b9f4c,cassandra,18,0.8,0.6
883c9f0f743139d78996f5faf191508a9be338b5,cassandra,18,0.6,0.6
a6237bf65a95d654b7e702e81fd0d353460d0c89,cassandra,18,0.8,0.6
dfbe3fabd266493e698c194ef90b4dfc7d62b030,cassandra,18,0.6,0.6
4d8fc5b050efaef3da818605c31e62b508425972,cassandra,18,0.6,0.6
68dbeb34c9404ee3cd7db00cc112e27c9a4b1f6f,cassandra,18,0.6,0.6
649a106c39b6a166c988fb647eaa33341e7371c4,cassandra,19,0.8,0.6
4a849efeb7c7c1a54bc12094d2d6a9f3f008a2fa,cassandra,19,0.8,0.6
83fcc926eb6e5f8667f31dfec3605d7358e0cfd0,cassandra,19,0.8,0.6
1538c0921444d7969ebd07ca1abda9a7e40e4c73,cassandra,19,0.8,0.6
a55fd76ddd96e3ed2d967910f0572804fcfacc2f,cassandra,19,0.8,0.6
0f27d68fc23a942c0fa27ba4662621891939eaed,cassandra,19,0.8,0.6
101cd72e55168f6a97bbb2556aed9f23cef80f42,cassandra,19,0.8,0.6
98cc2c8d6cc27f1a2e675030a13b46fd336812f8,cassandra,19,0.8,0.6
cb21f28ecadceaac78aba1c2de4670afc2c38daa,cassandra,19,0.8,0.6
5f1e4bcad7d36feb97096c6149ad3c43f26f0fd9,cassandra,19,0.8,0.6
c00395155e2420002db493ca69784d0fe723b55d,cassandra,19,0.8,0.6
ad7e36b8ad52c56ea33376faf57afecbb2e58630,cassandra,19,0.8,0.6
590d20b0a1e1b1fb71e97508bb6b475f8aac205a,cassandra,19,0.8,0.6
eb5a59a311a14cc0a3c37a13d10abc8c5a0f6d1b,cassandra,19,0.8,0.6
fed476f9c049128674841d1c46b868979352b1a5,cassandra,19,1.0,0.6
2217695166a61f576b36993b36a6bde8c8952fde,cassandra,19,0.8,0.6
eaa06942a6b5f54fb72bc7fe53d469cd034c2106,cassandra,19,0.8,0.6
3cda6829ccbbfaac08092773b55c9ee315dd5bbd,cassandra,19,0.8,0.6
da07130e4e08cd8645001c6f7fa9ea2acb2072ca,cassandra,19,0.8,0.6
c92928bb9c2441254b51e2ea4dc742c9245b9f4c,cassandra,19,0.8,0.6
883c9f0f743139d78996f5faf191508a9be338b5,cassandra,19,0.8,0.6
e885886d5c92bfd8d2fa1596bfa86d6a5a8d89bb,cassandra,19,0.6,0.6
1ba68a1e5d681c091e2c53e7720029f10591e7ef,cassandra,19,0.8,0.6
6ed9134336bb48d04284cefd303d8374ed901c0a,cassandra,19,0.8,0.6
dfbe3fabd266493e698c194ef90b4dfc7d62b030,cassandra,19,0.8,0.6
bb9aa098813b7f047f450086e18a78b149bb5349,cassandra,19,0.8,0.6
4d8fc5b050efaef3da818605c31e62b508425972,cassandra,19,0.8,0.6
68dbeb34c9404ee3cd7db00cc112e27c9a4b1f6f,cassandra,19,0.8,0.6
0bdd6e487fa89ff614593cd3a32e690c1d380e22,hbase,0,0.8,0.4
893a54c3a40e08b6f50d753fca01688f491893d0,hbase,0,0.6,0.4
8ee9158b5475b7d5bb6ba646420403820fac1d63,hbase,0,0.6,0.4
2f5767376f42c0416e025df412e3d5944a1b2a67,hbase,0,0.4,0.4
1942a99b831bb4c41c0e09d6b93df5e1d060f58e,hbase,0,0.6,0.4
664575598ea81fe2a53d8d88ead4ce318ff89d86,hbase,0,0.8,0.4
cbf9c1e116717972c243abedb53e7d26ef03cc85,hbase,0,0.8,0.4
6abe1879dd5776c887bf2ca704c12b3adc75713f,hbase,0,0.6,0.4
60e19f60a9767db6b145cf9884d2295412baffe0,hbase,0,0.6,0.4
2515b0974d84421f47a18f9e20b5fe215a95cf8f,hbase,0,0.8,0.4
f4470af95db383a47d1bd431a32cd8a6949dd7c0,hbase,0,0.8,0.4
3d7840a173aab97fb72409fa8c0f161fd7ad0e8f,hbase,0,0.6,0.4
d66316fd80fbcdf8d978a22de50783d03d8860e8,hbase,0,0.4,0.4
cc766df28b80827f8951c2c1364443a8c5a39b35,hbase,0,0.6,0.4
60b79e2daa41927f5a2e00b78cca855f05048f0a,hbase,0,0.6,0.4
0b6eccf4c3273dbe4355e179e94814dc6131d87b,hbase,0,0.6,0.4
c67983ebf88d449a67bccd8b213237362a4093f6,hbase,0,0.8,0.4
09a31bd1e9476106d9c4700e850627f5b2822c18,hbase,0,0.8,0.4
674511875d513ca3c031e63987288c45dacf56d9,hbase,0,0.6,0.4
c4be87d0508cda019c15f929396d053887bf0e5e,hbase,0,0.6,0.4
bb0fc6b602a62045e9b4eb9b617a322b9cf7380f,hbase,0,0.6,0.4
eeaea4aea3dcd3e9e2ec5a05d77fd1dd0f06382b,hbase,0,0.6,0.6
7572e96e3abdc6636b53df3ca8738f467334a9ea,hbase,0,0.8,0.4
1c477b2df9f3cb10063d66d8f14ba9eb83bf9f4c,hbase,0,0.6,0.4
ed6e5d69995432aec4daf1a550edc8395fbc8930,hbase,0,0.6,0.4
ad9ffaaafd074423b54401839da235fe976070a4,hbase,0,0.8,0.4
140ce1453ec24b5776c26c23fef866406b6344fe,hbase,0,0.8,0.4
f64512bee11112454fc3728fe5d344a838781e26,hbase,0,0.6,0.4
