commit_id,project,fold,our_actionable_ratio,baseline_actionable_ratio
c531486288caf5241cdf7f0f00f087f3ce82239f,flink,3,0.6,0.4
b550ac67fbf525863d5812d9d2a1010672a0169b,flink,3,0.6,0.2
a666455c98c269c63373e991c6ca2751e132a7c8,flink,3,0.6,0.4
8b0f590c52d698b3439a2c3524889802c893e985,flink,3,0.6,0.4
bf0846fc61d38d56a6d0bd690dff64f8ac0a7082,flink,4,0.6,0.8
1ceb89a979d560944e1099fa4700e46c09a79484,flink,4,0.6,0.2
8dfb9d00653271ea4adbeb752da8f62d7647b6d8,flink,4,0.6,0.6
59eab45458b3b1637ccbc5dafd326cc84ffb9655,flink,4,0.6,0.4
2cb37cb937c6f225ad7afe829a28a6eda043ffc1,flink,4,0.6,0.4
99c07d967a7a27ce06ded601cbc4c36d1b6702e2,flink,4,0.6,0.4
57ec03ed3dc6ce3fbb563d3274b032945ba53510,flink,4,0.6,0.4
8bb9aa4ed96f8f9fd189f67db869f177f7231e84,flink,4,0.6,0.2
78df079bec8e63361f246fc698e0787ba232f083,flink,4,0.6,0.4
c531486288caf5241cdf7f0f00f087f3ce82239f,flink,4,0.6,0.4
b550ac67fbf525863d5812d9d2a1010672a0169b,flink,4,0.6,0.4
a0c17d94072ec6e127ea3cb3c507a595283b9b87,flink,4,0.6,0.4
a666455c98c269c63373e991c6ca2751e132a7c8,flink,4,0.6,0.4
8b0f590c52d698b3439a2c3524889802c893e985,flink,4,0.6,0.2
71095dcb098c5b03a656a1f3bb48634294e537bb,flink,4,0.6,0.4
1ceb89a979d560944e1099fa4700e46c09a79484,flink,5,0.6,0.6
8dfb9d00653271ea4adbeb752da8f62d7647b6d8,flink,5,0.6,0.6
59eab45458b3b1637ccbc5dafd326cc84ffb9655,flink,5,0.6,0.4
2cb37cb937c6f225ad7afe829a28a6eda043ffc1,flink,5,0.6,0.4
d53a722e769e8ff6009d53208bf6702ec3e4a6f5,flink,5,0.6,0.6
8bb9aa4ed96f8f9fd189f67db869f177f7231e84,flink,5,0.6,0.4
78df079bec8e63361f246fc698e0787ba232f083,flink,5,0.6,0.6
c531486288caf5241cdf7f0f00f087f3ce82239f,flink,5,0.6,0.4
a666455c98c269c63373e991c6ca2751e132a7c8,flink,5,0.6,0.4
8b0f590c52d698b3439a2c3524889802c893e985,flink,5,0.6,0.4
d53a722e769e8ff6009d53208bf6702ec3e4a6f5,flink,6,0.4,0.4
99c07d967a7a27ce06ded601cbc4c36d1b6702e2,flink,6,0.6,0.4
8bb9aa4ed96f8f9fd189f67db869f177f7231e84,flink,6,0.6,0.2
78df079bec8e63361f246fc698e0787ba232f083,flink,6,0.4,0.4
b550ac67fbf525863d5812d9d2a1010672a0169b,flink,6,0.6,0.4
a666455c98c269c63373e991c6ca2751e132a7c8,flink,6,0.4,0.4
8b0f590c52d698b3439a2c3524889802c893e985,flink,6,0.6,0.2
abbb89059f2a83705f41e405da14073800fb1870,flink,6,0.6,0.4
6fcc1e9a868ff3ce2bd0376b6b3493a08c7b604c,flink,6,0.4,0.4
99c07d967a7a27ce06ded601cbc4c36d1b6702e2,flink,7,0.6,0.2
8bb9aa4ed96f8f9fd189f67db869f177f7231e84,flink,7,0.6,0.2
78df079bec8e63361f246fc698e0787ba232f083,flink,7,0.6,0.4
c531486288caf5241cdf7f0f00f087f3ce82239f,flink,7,0.6,0.2
b550ac67fbf525863d5812d9d2a1010672a0169b,flink,7,0.6,0.4
a666455c98c269c63373e991c6ca2751e132a7c8,flink,7,0.6,0.2
8b0f590c52d698b3439a2c3524889802c893e985,flink,7,0.6,0.4
abbb89059f2a83705f41e405da14073800fb1870,flink,7,0.6,0.4
6fcc1e9a868ff3ce2bd0376b6b3493a08c7b604c,flink,7,0.6,0.4
d53a722e769e8ff6009d53208bf6702ec3e4a6f5,flink,8,0.6,0.4
99c07d967a7a27ce06ded601cbc4c36d1b6702e2,flink,8,0.6,0.4
78df079bec8e63361f246fc698e0787ba232f083,flink,8,0.6,0.4
c531486288caf5241cdf7f0f00f087f3ce82239f,flink,8,0.6,0.4
a666455c98c269c63373e991c6ca2751e132a7c8,flink,8,0.6,0.4
7baf7649e9ecd485d6f036b7755c2f98cca74e3a,flink,8,0.6,0.4
abbb89059f2a83705f41e405da14073800fb1870,flink,8,0.6,0.4
6fcc1e9a868ff3ce2bd0376b6b3493a08c7b604c,flink,8,0.4,0.2
99c07d967a7a27ce06ded601cbc4c36d1b6702e2,flink,9,0.4,0.4
8bb9aa4ed96f8f9fd189f67db869f177f7231e84,flink,9,0.6,0.2
78df079bec8e63361f246fc698e0787ba232f083,flink,9,0.6,0.4
c531486288caf5241cdf7f0f00f087f3ce82239f,flink,9,0.6,0.4
b550ac67fbf525863d5812d9d2a1010672a0169b,flink,9,0.6,0.4
a666455c98c269c63373e991c6ca2751e132a7c8,flink,9,0.4,0.4
cfd0206b39b08691b832ea6324e02a5bd3a1533e,flink,9,0.6,0.4
abbb89059f2a83705f41e405da14073800fb1870,flink,9,0.6,0.4
6fcc1e9a868ff3ce2bd0376b6b3493a08c7b604c,flink,9,0.6,0.2
99c07d967a7a27ce06ded601cbc4c36d1b6702e2,flink,10,0.6,0.6
8bb9aa4ed96f8f9fd189f67db869f177f7231e84,flink,10,0.6,0.6
78df079bec8e63361f246fc698e0787ba232f083,flink,10,0.6,0.4
a0c17d94072ec6e127ea3cb3c507a595283b9b87,flink,10,0.6,0.6
8b0f590c52d698b3439a2c3524889802c893e985,flink,10,0.6,0.4
abbb89059f2a83705f41e405da14073800fb1870,flink,10,0.6,0.4
6fcc1e9a868ff3ce2bd0376b6b3493a08c7b604c,flink,10,0.6,0.2
99c07d967a7a27ce06ded601cbc4c36d1b6702e2,flink,11,0.6,0.4
8bb9aa4ed96f8f9fd189f67db869f177f7231e84,flink,11,0.6,0.6
78df079bec8e63361f246fc698e0787ba232f083,flink,11,0.6,0.4
b550ac67fbf525863d5812d9d2a1010672a0169b,flink,11,0.6,0.6
a666455c98c269c63373e991c6ca2751e132a7c8,flink,11,0.6,0.6
abbb89059f2a83705f41e405da14073800fb1870,flink,11,0.6,0.2
6fcc1e9a868ff3ce2bd0376b6b3493a08c7b604c,flink,11,0.6,0.4
78df079bec8e63361f246fc698e0787ba232f083,flink,12,0.6,0.4
c531486288caf5241cdf7f0f00f087f3ce82239f,flink,12,0.6,0.4
b550ac67fbf525863d5812d9d2a1010672a0169b,flink,12,0.6,0.4
a666455c98c269c63373e991c6ca2751e132a7c8,flink,12,0.6,0.4
8868ff5b057decec8257b972d2d4c3e13dd2a438,flink,12,0.6,0.4
abbb89059f2a83705f41e405da14073800fb1870,flink,12,0.6,0.2
6fcc1e9a868ff3ce2bd0376b6b3493a08c7b604c,flink,12,0.6,0.2
c531486288caf5241cdf7f0f00f087f3ce82239f,flink,13,0.6,0.4
a0c17d94072ec6e127ea3cb3c507a595283b9b87,flink,13,0.6,0.4
8ea02ec2af5491a172fbe795d5f39b5835b7a83a,flink,13,0.6,0.2
a666455c98c269c63373e991c6ca2751e132a7c8,flink,13,0.6,0.4
8b0f590c52d698b3439a2c3524889802c893e985,flink,13,0.6,0.2
abbb89059f2a83705f41e405da14073800fb1870,flink,13,0.6,0.4
6fcc1e9a868ff3ce2bd0376b6b3493a08c7b604c,flink,13,0.6,0.2
d1a03dd239555298da9ac9be4ea94ccf52d9887b,flink,13,0.6,0.4
39f796320fd5b3374f4d48222677257401e98286,flink,13,0.4,0.2
b550ac67fbf525863d5812d9d2a1010672a0169b,flink,14,0.8,0.6
a666455c98c269c63373e991c6ca2751e132a7c8,flink,14,0.6,0.4
8b0f590c52d698b3439a2c3524889802c893e985,flink,14,0.4,0.4
abbb89059f2a83705f41e405da14073800fb1870,flink,14,0.4,0.2
6fcc1e9a868ff3ce2bd0376b6b3493a08c7b604c,flink,14,0.6,0.4
d1a03dd239555298da9ac9be4ea94ccf52d9887b,flink,14,0.6,0.4
a666455c98c269c63373e991c6ca2751e132a7c8,flink,15,0.6,0.4
7baf7649e9ecd485d6f036b7755c2f98cca74e3a,flink,15,0.6,0.4
8b0f590c52d698b3439a2c3524889802c893e985,flink,15,0.6,0.4
abbb89059f2a83705f41e405da14073800fb1870,flink,15,0.6,0.2
6fcc1e9a868ff3ce2bd0376b6b3493a08c7b604c,flink,15,0.6,0.4
39f796320fd5b3374f4d48222677257401e98286,flink,15,0.6,0.4
abbb89059f2a83705f41e405da14073800fb1870,flink,16,0.6,0.4
6fcc1e9a868ff3ce2bd0376b6b3493a08c7b604c,flink,16,0.6,0.2
d1a03dd239555298da9ac9be4ea94ccf52d9887b,flink,16,0.6,0.6
39f796320fd5b3374f4d48222677257401e98286,flink,16,0.6,0.4
9f486941ea4ab4d302e42f258c83531583438f64,flink,16,0.6,0.4
abbb89059f2a83705f41e405da14073800fb1870,flink,17,0.6,0.4
6fcc1e9a868ff3ce2bd0376b6b3493a08c7b604c,flink,17,0.6,0.2
d1a03dd239555298da9ac9be4ea94ccf52d9887b,flink,17,0.6,0.6
96bb0d47b36f869e9b007fc3312e004a90779807,flink,17,0.6,0.4
5b84dbf423a380e8e6d44694cdeb06eb968353aa,flink,17,0.6,0.6
cad94a0b36cdb014c071d5729212f880a7566c48,flink,17,0.6,0.4
39f796320fd5b3374f4d48222677257401e98286,flink,18,0.8,0.4
96bb0d47b36f869e9b007fc3312e004a90779807,flink,18,0.8,0.4
cad94a0b36cdb014c071d5729212f880a7566c48,flink,18,0.8,0.4
8b68ca769967f6c2035ceba6ebc25fe6b9988250,flink,18,0.6,0.4
96bb0d47b36f869e9b007fc3312e004a90779807,flink,19,0.8,0.4
5b84dbf423a380e8e6d44694cdeb06eb968353aa,flink,19,0.6,0.4
8b68ca769967f6c2035ceba6ebc25fe6b9988250,flink,19,0.6,0.4
305051cc6e03d7e0ed9a9c3afe9e90b56bab0dda,flink,19,0.6,0.4
a194b37d9b99a47174de9108a937f821816d61f5,flink,19,0.6,0.4
c88d057ed364470703f017bafed18d106f088f0f,groovy,0,0.4,0.4
aa4b1cd63062b6960bbffc5b611531bd5b1b8b32,groovy,0,0.6,0.4
79672357b53369b6db262059edce614a6ee65de3,groovy,0,0.6,0.4
ab0c1a46dcac49b07519e99857ca07a2b72af9bb,groovy,0,0.6,0.4
709e445d9967ac28b6869fb1949df20b1f953e7e,groovy,0,0.4,0.4
36a5a8dfdd4827663961cbca6b5dce2cc0a918b6,groovy,0,0.4,0.4
df58d08a86194aef8427b30ffbf1053647ee413b,groovy,0,0.6,0.4
eeaa35e1470558f290a7085c187999dcf37bc2a2,groovy,0,0.6,0.4
